event,field,star_no,ra_j2000,ra_deg,dec_j2000,dec_deg,tmax_hjd,tmax_ut,tau,umin,amax,dmag,fbl,ibl,i0
2016-BLG-0752,BLG505.13,130562,17:56:40.34,269.16808333,-29:23:45.2,-29.39588889,2457548.665,2016-06-09.16,27.812,0.321,3.234,1.274,0.921,17.086,17.175
2016-BLG-0753,BLG519.31,34940,18:07:25.91,271.85795833,-27:25:46.4,-27.42955556,2457503.659,2016-04-25.16,11.582,0.514,2.134,0.823,1.0,19.844,19.844
2016-BLG-0754,BLG603.19,28211,17:47:30.50,266.87708333,-33:55:52.5,-33.93125,2457509.857,2016-05-01.36,65.596,0.087,11.497,2.651,0.095,18.79,21.347
2016-BLG-0755,BLG609.11,71461,17:40:29.03,265.12095833,-34:55:29.8,-34.92494444,2457524.424,2016-05-15.92,42.792,0.243,4.202,1.559,0.112,17.715,20.092
2016-BLG-0756,BLG610.32,35312,17:37:20.38,264.33491667,-35:26:19.1,-35.43863889,2457529.832,2016-05-21.33,28.701,0.033,30.684,3.717,1.0,18.753,18.753
2016-BLG-0757,BLG611.20,41367,17:36:33.54,264.13975,-26:52:03.9,-26.86775,2457500.063,2016-04-21.56,8.698,0.073,13.788,2.849,1.0,20.478,20.478
2016-BLG-0758,BLG622.27,52328,17:36:18.31,264.07629167,-23:04:02.7,-23.06741667,2457522.078,2016-05-13.58,20.674,0.91,1.415,0.377,1.0,17.686,17.686
2016-BLG-0759,BLG632.18,94660,17:47:33.55,266.88979167,-23:23:05.9,-23.38497222,2457501.946,2016-04-23.45,9.344,0.397,2.666,1.065,1.0,19.557,19.557
2016-BLG-0760,BLG646.23,9779,18:01:52.79,270.46995833,-25:57:02.1,-25.95058333,2457500.741,2016-04-22.24,23.419,0.183,5.540,1.859,1.0,20.563,20.563
2016-BLG-0761,BLG653.12,77541,17:35:26.70,263.86125,-28:40:47.8,-28.67994444,2457506.467,2016-04-27.97,7.333,1.228,1.217,0.213,1.0,17.28,17.28
2016-BLG-0762,BLG654.23,112916,17:33:53.42,263.47258333,-29:38:14.0,-29.63722222,2457499.216,2016-04-20.72,8.459,0.263,3.903,1.478,1.0,20.085,20.085
2016-BLG-0763,BLG714.21,79079,17:40:13.09,265.05454167,-25:06:39.4,-25.11094444,2457497.359,2016-04-18.86,5.064,1.014,1.332,0.311,1.0,17.629,17.629
2016-BLG-0764,BLG500.25,11527,17:49:21.11,267.33795833,-28:27:43.3,-28.46202778,2457503.607,2016-04-25.11,15.132,0.658,1.757,0.612,1.0,19.89,19.89
2016-BLG-0765,BLG504.07,77848,17:55:30.14,268.87558333,-28:23:25.3,-28.39036111,2457508.229,2016-04-29.73,5.449,1.474,1.139,0.142,1.0,17.555,17.555
2016-BLG-0766,BLG504.12,204333,17:57:15.23,269.31345833,-28:06:23.6,-28.10655556,2457585.873,2016-07-16.37,465.403,0.088,11.419,2.644,0.065,18.523,21.492
2016-BLG-0767,BLG504.22,153547,17:56:36.55,269.15229167,-27:46:36.3,-27.77675,2457523.887,2016-05-15.39,13.606,0.303,3.417,1.334,0.832,17.948,18.148
2016-BLG-0768,BLG504.28,8488,17:58:34.71,269.644625,-27:36:54.1,-27.61502778,2457506.274,2016-04-27.77,17.542,0.032,31.231,3.736,0.166,19.206,21.155
2016-BLG-0769,BLG505.03,95965,17:58:25.85,269.60770833,-29:37:02.0,-29.61722222,2457507.661,2016-04-29.16,20.498,0.003,291.6,6.162,0.076,18.742,21.535
2016-BLG-0770,BLG505.28,52252,17:58:33.18,269.63825,-28:37:03.9,-28.61775,2457510.67,2016-05-02.17,6.783,0.142,7.087,2.126,1.0,19.788,19.788
2016-BLG-0771,BLG505.30,45109,17:57:09.62,269.29008333,-28:36:49.4,-28.61372222,2457512.131,2016-05-03.63,19.526,1.012,1.333,0.312,1.0,19.257,19.257
2016-BLG-0772,BLG509.22,15938,17:57:04.94,269.27058333,-34:01:49.5,-34.03041667,2457544.811,2016-06-05.31,52.368,1.041,1.314,0.297,1.0,18.5,18.5
2016-BLG-0773,BLG511.07,92633,18:01:03.24,270.2635,-27:42:45.5,-27.71263889,2457509.409,2016-04-30.91,4.604,1.112,1.272,0.261,1.0,18.907,18.907
2016-BLG-0774,BLG511.27,101998,18:04:18.40,271.07666667,-27:00:05.1,-27.00141667,2457519.367,2016-05-10.87,64.553,0.237,4.307,1.585,0.073,18.101,20.947
2016-BLG-0775,BLG512.04,125409,18:03:02.70,270.76125,-29:07:52.1,-29.13113889,2457511.85,2016-05-03.35,4.658,0.107,9.343,2.426,1.0,18.366,18.366
2016-BLG-0776,BLG512.04,190808,18:02:49.38,270.70575,-29:06:36.1,-29.11002778,2457518.3,2016-05-09.80,87.968,0.154,6.543,2.040,0.182,19.56,21.409
2016-BLG-0777,BLG512.14,182747,18:01:27.83,270.36595833,-28:51:16.5,-28.85458333,2457507.312,2016-04-28.81,10.368,1.055,1.305,0.289,1.0,18.953,18.953
2016-BLG-0778,BLG512.31,131883,18:01:38.45,270.41020833,-28:07:21.9,-28.12275,2457509.328,2016-04-30.83,7.923,0.763,1.581,0.497,1.0,19.468,19.468
2016-BLG-0779,BLG528.01,30839,18:21:29.03,275.37095833,-24:42:09.9,-24.70275,2457548.977,2016-06-09.48,37.307,1.375,1.166,0.167,1.0,16.158,16.158
2016-BLG-0780,BLG534.18,155412,17:53:47.25,268.446875,-30:59:19.6,-30.98877778,2457509.361,2016-04-30.86,8.179,1.477,1.139,0.141,1.0,16.267,16.267
2016-BLG-0781,BLG603.10,17546,17:47:29.41,266.87254167,-34:20:15.3,-34.33758333,2457524.324,2016-05-15.82,42.513,0.065,15.308,2.962,0.738,19.442,19.773
2016-BLG-0782,BLG603.23,138787,17:44:02.36,266.00983333,-33:54:45.0,-33.9125,2457505.916,2016-04-27.42,21.94,0.067,14.924,2.935,0.409,19.688,20.658
2016-BLG-0783,BLG504.02,1225N,17:59:14.12,269.80883333,-28:29:45.1,-28.49586111,2457509.172,2016-04-30.67,13.163,0.221,4.602,1.657,1.0,20.119,20.119
2016-BLG-0784,BLG505.27,1288N,17:58:47.57,269.69820833,-28:43:29.4,-28.72483333,2457507.657,2016-04-29.16,27.162,0.109,9.246,2.415,0.35,20.237,21.378
2016-BLG-0785,BLG500.09,89686,17:54:14.08,268.55866667,-28:41:00.3,-28.68341667,2457548.805,2016-06-09.30,29.202,1.031,1.320,0.302,1.0,17.98,17.98
2016-BLG-0786,BLG500.13,96779,17:51:04.22,267.76758333,-28:47:38.2,-28.79394444,2457516.71,2016-05-08.21,0.077,1.118,1.269,0.258,1.0,19.015,19.015
2016-BLG-0787,BLG501.14,121084,17:50:17.60,267.57333333,-29:54:38.8,-29.91077778,2457536.524,2016-05-28.02,33.094,0.043,23.525,3.429,0.885,18.569,18.702
2016-BLG-0788,BLG501.18,13197,17:54:15.87,268.566125,-29:45:00.0,-29.75,2457608.186,2016-08-07.69,54.84,0.383,2.749,1.098,1.0,15.894,15.894
2016-BLG-0789,BLG504.05,1436,17:57:09.60,269.29,-28:36:49.4,-28.61372222,2457510.302,2016-05-01.80,16.849,1.061,1.301,0.286,1.0,18.985,18.985
2016-BLG-0790,BLG504.10,201972,17:58:40.84,269.67016667,-28:00:00.2,-28.00005556,2457509.08,2016-04-30.58,6.127,0.434,2.465,0.980,0.427,17.066,17.99
2016-BLG-0791,BLG504.15,74263,17:55:30.53,268.87720833,-28:02:02.0,-28.03388889,2457508.312,2016-04-29.81,10.849,0.621,1.834,0.658,1.0,20.165,20.165
2016-BLG-0792,BLG511.04,175259,18:02:43.58,270.68158333,-27:47:30.9,-27.79191667,2457510.165,2016-05-01.67,11.301,1.081,1.289,0.276,1.0,18.259,18.259
2016-BLG-0793,BLG512.12,103520,18:03:11.91,270.799625,-28:39:45.1,-28.66252778,2457819.893,2017-03-07.39,188.935,1.096,1.281,0.269,1.0,15.709,15.709
2016-BLG-0794,BLG512.22,21737,18:02:34.99,270.64579167,-28:29:51.0,-28.4975,2457503.609,2016-04-25.11,10.818,1.524,1.128,0.131,1.0,18.603,18.603
2016-BLG-0795,BLG512.28,24771,18:04:00.26,271.00108333,-28:09:18.4,-28.15511111,2457512.634,2016-05-04.13,4.089,0.142,7.119,2.131,0.794,18.436,18.686
2016-BLG-0796,BLG518.19,131362,18:09:38.33,272.40970833,-26:35:49.7,-26.59713889,2457510.62,2016-05-02.12,2.012,0.572,1.955,0.728,1.0,17.675,17.675
2016-BLG-0797,BLG518.26,43788,18:10:39.23,272.66345833,-26:22:44.2,-26.37894444,2457515.745,2016-05-07.25,27.3,1.008,1.336,0.314,1.0,18.786,18.786
2016-BLG-0798,BLG518.31,2620,18:07:17.83,271.82429167,-26:26:13.2,-26.437,2457531.047,2016-05-22.55,53.918,0.421,2.531,1.008,1.0,19.776,19.776
2016-BLG-0799,BLG519.16,29601,18:05:59.41,271.49754167,-28:06:13.2,-28.10366667,2457645.532,2016-09-14.03,71.528,0.063,15.903,3.004,0.939,16.7,16.768
2016-BLG-0800,BLG519.17,45707,18:11:26.67,272.861125,-27:56:13.8,-27.93716667,2457507.944,2016-04-29.44,35.405,0.162,6.215,1.984,0.055,18.231,21.371
2016-BLG-0801,BLG519.18,75179,18:10:39.62,272.66508333,-27:47:33.7,-27.79269444,2457515.175,2016-05-06.67,6.834,0.0,6235.1,9.487,0.508,17.704,18.439
2016-BLG-0802,BLG534.15,24854,17:49:37.11,267.404625,-31:17:37.2,-31.29366667,2457513.865,2016-05-05.37,28.082,0.432,2.476,0.984,1.0,20.637,20.637
2016-BLG-0803,BLG534.30,86018,17:50:57.28,267.73866667,-30:38:29.8,-30.64161111,2457506.817,2016-04-28.32,4.898,0.514,2.132,0.822,1.0,19.85,19.85
2016-BLG-0804,BLG535.10,58384,17:53:19.04,268.32933333,-32:25:50.6,-32.43072222,2457578.58,2016-07-09.08,41.465,0.362,2.894,1.154,1.0,17.404,17.404
2016-BLG-0805,BLG535.24,7240,17:49:52.31,267.46795833,-32:06:27.9,-32.10775,2457508.44,2016-04-29.94,13.622,0.138,7.321,2.161,0.621,19.397,19.915
2016-BLG-0806,BLG604.10,46055,17:47:20.20,266.83416667,-35:33:07.6,-35.55211111,2457516.677,2016-05-08.18,22.515,1.051,1.307,0.291,1.0,18.09,18.09
2016-BLG-0807,BLG604.32,47237,17:43:19.25,265.83020833,-35:02:32.0,-35.04222222,2457535.488,2016-05-26.99,24.418,0.243,4.210,1.561,1.0,19.528,19.528
2016-BLG-0808,BLG610.30,14598,17:39:02.47,264.76029167,-35:31:54.4,-35.53177778,2457509.559,2016-05-01.06,20.157,0.23,4.431,1.616,1.0,20.264,20.264
2016-BLG-0809,BLG611.04,55854,17:35:33.16,263.88816667,-27:38:37.0,-27.64361111,2457505.747,2016-04-27.25,4.752,0.357,2.935,1.169,1.0,19.501,19.501
2016-BLG-0810,BLG611.27,73650,17:36:58.57,264.24404167,-26:32:41.2,-26.54477778,2457511.152,2016-05-02.65,16.682,0.369,2.847,1.136,1.0,20.346,20.346
2016-BLG-0811,BLG630.16,15545,17:43:00.72,265.753,-21:08:04.5,-21.13458333,2457529.936,2016-05-21.44,34.04,0.145,6.950,2.105,0.352,17.885,19.018
2016-BLG-0812,BLG660.09,33833,17:48:18.75,267.078125,-33:10:19.2,-33.172,2457542.642,2016-06-03.14,40.648,0.194,5.217,1.793,1.0,18.699,18.699
2016-BLG-0813,BLG504.01,135125,17:59:32.77,269.88654167,-28:24:26.7,-28.40741667,2457511.346,2016-05-02.85,2.965,0.171,5.895,1.926,0.485,18.895,19.68
2016-BLG-0814,BLG505.28,206873,17:57:58.20,269.4925,-28:43:46.9,-28.72969444,2457510.186,2016-05-01.69,0.65,1.585,1.116,0.119,1.0,16.388,16.388
2016-BLG-0815,BLG506.17,102858,18:00:14.46,270.06025,-30:23:03.3,-30.38425,2457518.938,2016-05-10.44,14.048,1.641,1.105,0.109,1.0,14.554,14.554
2016-BLG-0816,BLG506.24,69781,17:55:26.63,268.86095833,-30:14:32.5,-30.24236111,2457509.142,2016-04-30.64,5.72,0.037,26.745,3.568,0.572,19.13,19.737
2016-BLG-0817,BLG511.05,116343,18:02:14.48,270.56033333,-27:52:16.7,-27.87130556,2457529.011,2016-05-20.51,13.783,1.201,1.229,0.224,1.0,16.067,16.067
2016-BLG-0818,BLG523.23,114690,18:12:31.63,273.13179167,-27:16:36.6,-27.27683333,2457511.757,2016-05-03.26,50.801,0.041,24.622,3.478,0.344,18.805,19.963
2016-BLG-0819,BLG603.20,31048,17:46:43.70,266.68208333,-33:55:38.5,-33.92736111,2457504.137,2016-04-25.64,9.117,0.581,1.931,0.714,1.0,19.277,19.277
2016-BLG-0820,BLG611.26,89964,17:37:29.63,264.37345833,-26:34:06.3,-26.56841667,2457516.613,2016-05-08.11,24.597,0.0,2655.7,8.560,0.278,19.729,21.12
2016-BLG-0821,BLG534.21,636N,17:52:07.90,268.03291667,-30:46:48.8,-30.78022222,2457512.317,2016-05-03.82,21.101,0.036,27.588,3.602,1.0,20.107,20.107
2016-BLG-0822,BLG501.12,122714,17:51:50.88,267.962,-29:56:00.7,-29.93352778,2457512.038,2016-05-03.54,2.393,0.565,1.975,0.739,1.0,19.072,19.072
2016-BLG-0823,BLG504.12,49588,17:57:45.60,269.44,-28:00:26.1,-28.00725,2457513.827,2016-05-05.33,8.377,0.762,1.582,0.498,1.0,19.938,19.938
2016-BLG-0824,BLG505.06,80523,17:56:11.72,269.04883333,-29:42:15.4,-29.70427778,2457512.681,2016-05-04.18,1.472,0.193,5.245,1.799,1.0,19.662,19.662
2016-BLG-0825,BLG511.02,152914,18:04:10.62,271.04425,-27:54:51.4,-27.91427778,2457515.601,2016-05-07.10,4.878,1.478,1.139,0.141,1.0,17.964,17.964
2016-BLG-0826,BLG511.12,8713,18:03:20.89,270.83704167,-27:38:31.5,-27.64208333,2457513.829,2016-05-05.33,4.077,0.426,2.503,0.996,1.0,19.616,19.616
2016-BLG-0827,BLG515.12,82133,18:03:07.66,270.78191667,-32:31:28.6,-32.52461111,2457545.375,2016-06-05.88,29.428,1.087,1.286,0.273,1.0,16.854,16.854
2016-BLG-0828,BLG515.19,84730,18:04:35.95,271.14979167,-32:06:27.0,-32.1075,2457520.782,2016-05-12.28,19.677,1.471,1.140,0.142,1.0,16.986,16.986
2016-BLG-0829,BLG518.06,9142,18:07:17.53,271.82304167,-27:20:31.4,-27.34205556,2457512.945,2016-05-04.45,5.017,0.646,1.781,0.626,1.0,19.26,19.26
2016-BLG-0830,BLG518.13,27629,18:08:03.37,272.01404167,-26:51:33.4,-26.85927778,2457515.364,2016-05-06.86,23.324,1.777,1.085,0.088,1.0,16.042,16.042
2016-BLG-0831,BLG519.03,134358,18:08:55.27,272.23029167,-28:35:30.0,-28.59166667,2457519.799,2016-05-11.30,36.443,1.215,1.223,0.218,1.0,18.573,18.573
2016-BLG-0832,BLG520.10,136370,18:09:49.86,272.45775,-29:30:13.6,-29.50377778,2457511.464,2016-05-02.96,31.647,0.404,2.626,1.048,1.0,19.86,19.86
2016-BLG-0833,BLG522.22,123098,18:12:47.20,273.19666667,-26:02:15.4,-26.03761111,2457513.845,2016-05-05.34,8.428,1.227,1.217,0.214,1.0,17.702,17.702
2016-BLG-0834,BLG605.31,35906,17:43:54.83,265.97845833,-36:05:08.5,-36.08569444,2457512.677,2016-05-04.18,20.958,1.967,1.064,0.067,1.0,15.884,15.884
2016-BLG-0835,BLG632.26,8305,17:47:51.48,266.9645,-23:03:05.1,-23.05141667,2457534.75,2016-05-26.25,36.248,1.186,1.235,0.229,1.0,17.76,17.76
2016-BLG-0836,BLG506.30,452N,17:56:30.40,269.12666667,-29:51:03.7,-29.85102778,2457505.23,2016-04-26.73,53.33,0.116,8.679,2.346,0.527,20.276,20.973
2016-BLG-0837,BLG502.17,122222,17:54:17.70,268.57375,-33:30:33.0,-33.50916667,2457521.836,2016-05-13.34,78.579,0.154,6.553,2.041,0.162,18.282,20.258
2016-BLG-0838,BLG507.18,25241,17:59:57.90,269.99125,-31:29:42.7,-31.49519444,2457604.603,2016-08-04.10,100.31,0.006,172.5,5.592,0.724,18.906,19.257
2016-BLG-0839,BLG508.20,77215,17:58:07.88,269.53283333,-32:48:49.3,-32.81369444,2457512.426,2016-05-03.93,50.195,0.778,1.561,0.484,1.0,19.493,19.493
2016-BLG-0840,BLG508.30,42106,17:56:53.99,269.22495833,-32:31:31.5,-32.52541667,2457515.587,2016-05-07.09,10.862,0.0,2348.1,8.427,1.0,19.257,19.257
2016-BLG-0841,BLG511.07,41816,18:01:09.12,270.288,-27:43:13.8,-27.7205,2457512.693,2016-05-04.19,0.892,0.966,1.367,0.339,1.0,18.667,18.667
2016-BLG-0842,BLG543.17,87994,18:16:17.00,274.07083333,-22:17:09.9,-22.28608333,2457533.237,2016-05-24.74,27.06,0.491,2.215,0.863,1.0,18.464,18.464
2016-BLG-0843,BLG580.13,88583,18:07:34.53,271.893875,-25:49:44.2,-25.82894444,2457551.347,2016-06-11.85,58.325,0.468,2.307,0.908,1.0,19.094,19.094
2016-BLG-0844,BLG588.02,9821,18:10:47.44,272.69766667,-33:25:36.9,-33.42691667,2457515.419,2016-05-06.92,32.701,1.163,1.246,0.239,1.0,18.577,18.577
2016-BLG-0845,BLG603.24,35388,17:43:39.17,265.91320833,-34:05:40.2,-34.0945,2457510.374,2016-05-01.87,28.914,0.032,30.970,3.727,0.114,19.356,21.714
2016-BLG-0846,BLG604.05,116502,17:44:39.51,266.164625,-35:50:17.1,-35.83808333,2457553.111,2016-06-13.61,79.466,0.336,3.102,1.229,1.0,19.706,19.706
2016-BLG-0847,BLG604.18,3487,17:48:12.50,267.05208333,-35:20:45.8,-35.34605556,2457567.987,2016-06-28.49,63.31,0.804,1.527,0.460,1.0,18.215,18.215
2016-BLG-0848,BLG604.21,128656,17:45:19.63,266.33179167,-35:14:48.9,-35.24691667,2457517.858,2016-05-09.36,10.02,1.39,1.162,0.163,1.0,17.328,17.328
2016-BLG-0849,BLG609.25,69238,17:36:35.01,264.145875,-34:33:12.3,-34.55341667,2457520.344,2016-05-11.84,20.169,1.139,1.258,0.249,1.0,17.89,17.89
2016-BLG-0850,BLG645.11,17598,17:58:31.83,269.632625,-26:52:01.6,-26.86711111,2457513.953,2016-05-05.45,12.773,1.316,1.185,0.184,1.0,18.011,18.011
2016-BLG-0851,BLG654.22,91084,17:34:34.07,263.64195833,-29:45:22.5,-29.75625,2457508.423,2016-04-29.92,33.708,0.133,7.575,2.198,0.449,19.449,20.32
2016-BLG-0852,BLG660.18,80713,17:48:00.29,267.00120833,-32:45:48.7,-32.76352778,2457508.217,2016-04-29.72,15.775,0.048,20.724,3.291,0.469,19.757,20.579
2016-BLG-0853,BLG660.23,40187,17:44:21.09,266.087875,-32:50:20.0,-32.83888889,2457512.618,2016-05-04.12,32.406,0.389,2.712,1.083,1.0,19.897,19.897
2016-BLG-0854,BLG660.25,28449,17:43:04.17,265.767375,-32:48:34.1,-32.80947222,2457518.958,2016-05-10.46,70.306,0.086,11.632,2.664,0.37,20.229,21.31
2016-BLG-0855,BLG504.20,159715,17:57:57.69,269.490375,-27:53:52.3,-27.89786111,2457521.839,2016-05-13.34,4.945,1.402,1.158,0.159,1.0,16.12,16.12
2016-BLG-0856,BLG505.18,84732,17:59:48.50,269.95208333,-29:03:59.7,-29.06658333,2457529.459,2016-05-20.96,23.569,0.621,1.835,0.659,1.0,18.174,18.174
2016-BLG-0857,BLG509.28,14199,17:58:37.13,269.65470833,-33:42:54.7,-33.71519444,2457527.941,2016-05-19.44,26.925,0.337,3.092,1.226,1.0,18.896,18.896
2016-BLG-0858,BLG512.15,148191,18:00:54.06,270.22525,-28:44:26.1,-28.74058333,2459221.932,2021-01-07.43,4095.07,0.606,1.869,0.679,1.0,18.57,18.57
2016-BLG-0859,BLG521.31,162671,18:07:04.78,271.76991667,-29:53:05.0,-29.88472222,2457527.903,2016-05-19.40,27.745,0.259,3.962,1.495,1.0,19.097,19.097
2016-BLG-0860,BLG523.04,90306,18:14:06.86,273.52858333,-27:44:43.7,-27.74547222,2457538.782,2016-05-30.28,35.79,0.548,2.023,0.765,1.0,18.419,18.419
2016-BLG-0861,BLG523.29,132944,18:13:57.72,273.4905,-26:51:23.3,-26.85647222,2457513.605,2016-05-05.11,16.123,0.622,1.832,0.658,1.0,18.666,18.666
2016-BLG-0862,BLG528.28,725,18:19:50.75,274.96145833,-23:59:03.8,-23.98438889,2457607.487,2016-08-06.99,57.751,0.598,1.888,0.690,1.0,16.242,16.242
2016-BLG-0863,BLG504.07,188520,17:55:11.31,268.797125,-28:21:31.5,-28.35875,2457520.279,2016-05-11.78,7.02,0.092,10.928,2.596,1.0,20.597,20.597
2016-BLG-0864,BLG501.02,154528,17:53:12.00,268.3,-30:11:32.1,-30.19225,2457536.051,2016-05-27.55,13.955,0.022,45.990,4.157,0.643,15.559,16.038
2016-BLG-0865,BLG501.03,168335,17:52:24.64,268.10266667,-30:19:52.9,-30.33136111,2457530.086,2016-05-21.59,62.933,0.198,5.125,1.774,0.131,18.969,21.177
2016-BLG-0866,BLG511.14,67887,18:01:39.57,270.414875,-27:29:50.5,-27.49736111,2457541.427,2016-06-01.93,10.437,0.772,1.569,0.489,1.0,15.088,15.088
2016-BLG-0867,BLG512.32,172819,18:00:44.01,270.183375,-28:06:51.3,-28.11425,2457522.284,2016-05-13.78,15.216,0.2,5.083,1.765,0.164,18.983,20.945
2016-BLG-0868,BLG518.22,95741,18:07:38.24,271.90933333,-26:41:48.6,-26.69683333,2457523.577,2016-05-15.08,38.289,1.172,1.242,0.235,1.0,18.663,18.663
2016-BLG-0869,BLG534.29,18222,17:52:02.73,268.011375,-30:38:29.9,-30.64163889,2457534.763,2016-05-26.26,44.799,0.176,5.761,1.901,0.547,19.631,20.287
2016-BLG-0870,BLG637.06,34992,17:49:31.52,267.38133333,-22:11:35.3,-22.19313889,2457541.599,2016-06-02.10,30.754,0.349,2.996,1.191,1.0,18.284,18.284
2016-BLG-0871,BLG652.12,71950,17:41:02.59,265.26079167,-26:13:15.7,-26.22102778,2457597.969,2016-07-28.47,70.305,0.36,2.908,1.159,0.399,17.552,18.549
2016-BLG-0872,BLG654.30,60646,17:34:45.86,263.69108333,-29:18:54.7,-29.31519444,2457523.364,2016-05-14.86,8.763,0.789,1.547,0.473,1.0,18.006,18.006
2016-BLG-0873,BLG675.18,34565,17:43:13.29,265.805375,-27:12:56.0,-27.21555556,2457543.096,2016-06-03.60,24.353,0.0,35430,11.373,1.0,18.529,18.529
2016-BLG-0874,BLG500.28,84228,17:52:35.28,268.147,-28:03:30.7,-28.05852778,2457527.398,2016-05-18.90,8.54,0.153,6.598,2.048,1.0,19.725,19.725
2016-BLG-0875,BLG504.09,99723,17:59:44.16,269.934,-28:01:57.2,-28.03255556,2457525.087,2016-05-16.59,4.974,0.45,2.387,0.945,1.0,19.763,19.763
2016-BLG-0876,BLG505.10,2406,17:59:18.27,269.826125,-29:29:58.0,-29.49944444,2457532.784,2016-05-24.28,17.931,0.185,5.464,1.844,0.871,19.419,19.569
2016-BLG-0877,BLG509.18,106837,17:59:29.89,269.87454167,-34:04:42.6,-34.0785,2457537.246,2016-05-28.75,27.646,1.106,1.275,0.264,1.0,17.833,17.833
2016-BLG-0878,BLG511.01,125626,18:05:01.17,271.254875,-27:45:45.9,-27.76275,2457525.638,2016-05-17.14,2.657,1.089,1.284,0.272,1.0,17.749,17.749
2016-BLG-0879,BLG511.19,69644,18:04:31.07,271.12945833,-27:14:50.7,-27.24741667,2457534.052,2016-05-25.55,28.869,0.168,6.027,1.950,0.117,18.006,20.34
2016-BLG-0880,BLG512.08,100683,18:05:50.30,271.45958333,-28:53:03.4,-28.88427778,2457528.712,2016-05-20.21,41.896,0.181,5.605,1.871,0.256,19.482,20.96
2016-BLG-0881,BLG516.21,32108,18:03:25.80,270.8575,-33:31:15.6,-33.521,2457538.916,2016-05-30.42,36.18,0.317,3.271,1.287,0.371,18.413,19.49
2016-BLG-0882,BLG523.11,47946,18:14:50.42,273.71008333,-27:40:06.6,-27.6685,2457526.298,2016-05-17.80,49.503,0.124,8.108,2.272,0.209,19.179,20.878
2016-BLG-0883,BLG580.10,5589,18:10:00.81,272.503375,-25:48:07.9,-25.80219444,2457548.994,2016-06-09.49,68.545,1.141,1.257,0.248,1.0,18.617,18.617
2016-BLG-0884,BLG500.10,1584N,17:53:06.43,268.27679167,-28:36:51.8,-28.61438889,2457522.647,2016-05-14.15,5.277,0.119,8.442,2.316,1.0,20.051,20.051
2016-BLG-0885,BLG504.02,28628,17:59:16.43,269.81845833,-28:26:07.7,-28.43547222,2457526.224,2016-05-17.72,6.292,0.116,8.685,2.347,0.121,18.183,20.477
2016-BLG-0886,BLG504.18,9073,17:59:52.44,269.9685,-27:57:54.3,-27.96508333,2457534.531,2016-05-26.03,301.015,0.009,111.0,5.113,0.043,19.928,23.347
2016-BLG-0887,BLG504.28,48094,17:58:33.87,269.641125,-27:22:43.5,-27.37875,2457524.699,2016-05-16.20,54.743,0.035,28.655,3.643,0.038,18.79,22.35
2016-BLG-0888,BLG505.20,42381,17:58:35.72,269.64883333,-28:57:22.1,-28.95613889,2457533.06,2016-05-24.56,11.562,0.479,2.264,0.887,0.131,15.666,17.874
2016-BLG-0889,BLG611.05,60420,17:35:00.54,263.75225,-27:36:21.3,-27.60591667,2457527.801,2016-05-19.30,12.765,0.387,2.724,1.088,1.0,19.244,19.244
2016-BLG-0890,BLG613.03,106562,17:30:25.75,262.60729167,-29:50:49.9,-29.84719444,2457524.753,2016-05-16.25,35.603,0.0,3142940,16.243,0.139,16.099,18.238
2016-BLG-0891,BLG614.26,45921,17:26:42.42,261.67675,-28:02:42.2,-28.04505556,2457524.706,2016-05-16.21,48.751,0.35,2.988,1.189,0.042,15.473,18.927
2016-BLG-0892,BLG621.09,38185,17:37:18.35,264.32645833,-22:19:18.8,-22.32188889,2457531.896,2016-05-23.40,26.106,0.25,4.091,1.529,1.0,19.554,19.554
2016-BLG-0893,BLG662.29,27622,17:30:18.96,262.579,-30:00:26.7,-30.00741667,2457516.855,2016-05-08.36,15.607,0.157,6.431,2.021,1.0,19.774,19.774
2016-BLG-0894,BLG505.01,1477N,18:00:00.03,270.000125,-29:41:59.5,-29.69986111,2457525.755,2016-05-17.25,19.132,0.107,9.410,2.434,0.5,20.121,20.874
2016-BLG-0895,BLG505.16,159409,17:54:28.08,268.617,-29:29:41.8,-29.49494444,2457528.207,2016-05-19.71,31.702,0.043,23.204,3.414,1.0,18.85,18.85
2016-BLG-0896,BLG505.28,96115,17:58:18.80,269.57833333,-28:42:19.5,-28.70541667,2457546.512,2016-06-07.01,23.19,0.329,3.160,1.249,1.0,18.973,18.973
2016-BLG-0897,BLG511.09,28432,18:05:23.65,271.34854167,-27:29:07.9,-27.48552778,2457537.767,2016-05-29.27,8.917,0.078,12.900,2.776,0.634,18.051,18.546
2016-BLG-0898,BLG512.19,134055,18:04:20.22,271.08425,-28:30:34.5,-28.50958333,2457530.272,2016-05-21.77,25.471,0.135,7.457,2.181,0.107,18.899,21.328
2016-BLG-0899,BLG512.20,121743,18:03:40.52,270.91883333,-28:34:50.1,-28.58058333,2459113.34,2020-09-20.84,994.295,2.609,1.027,0.029,1.0,16.9,16.9
2016-BLG-0900,BLG530.06,120424,18:17:32.99,274.38745833,-27:16:18.7,-27.27186111,2457527.833,2016-05-19.33,16.171,0.205,4.964,1.740,1.0,18.421,18.421
2016-BLG-0901,BLG500.28,1352N,17:52:25.77,268.107375,-28:15:20.4,-28.25566667,2457530.543,2016-05-22.04,8.306,0.03,33.683,3.819,0.869,19.791,19.943
